date;open;high;low;close;volume
22.11.1996;3,99;3,99;3,99;3,99;0,00
25.11.1996;3,99;3,99;3,99;3,99;0,00
26.11.1996;3,98;3,98;3,98;3,98;0,00
27.11.1996;3,98;4,05;3,98;4,05;2535,00
28.11.1996;4,05;3,98;3,98;3,98;3811,00
29.11.1996;3,98;4,32;4,32;4,32;1267,00
02.12.1996;4,32;4,32;4,32;4,32;0,00
03.12.1996;4,51;4,51;4,51;4,51;0,00
04.12.1996;4,51;4,44;4,44;4,51;1267,00
05.12.1996;4,51;4,51;4,51;4,51;0,00
09.12.1996;4,51;4,55;4,51;4,55;9506,00
10.12.1996;4,55;4,65;4,58;4,65;38386,00
11.12.1996;4,65;4,65;4,57;4,57;33827,00
12.12.1996;4,57;4,51;4,51;4,51;2135,00
13.12.1996;4,51;4,51;4,51;4,51;1901,00
16.12.1996;4,51;4,38;4,38;4,38;5475,00
17.12.1996;4,38;4,32;4,32;4,32;29406,00
18.12.1996;4,32;4,38;4,24;4,38;31979,00
19.12.1996;4,38;4,65;4,44;4,65;34260,00
20.12.1996;4,65;4,51;4,51;4,51;8872,00
23.12.1996;4,51;4,58;4,51;4,58;17257,00
27.12.1996;4,58;4,58;4,58;4,58;4513,00
30.12.1996;4,58;4,65;4,44;4,58;6347,00
02.01.1997;4,58;4,51;4,44;4,51;5070,00
03.01.1997;4,51;4,71;4,58;4,71;7795,00
07.01.1997;4,71;4,71;4,71;4,71;887,00
08.01.1997;4,71;5,04;4,91;4,91;2991,00
09.01.1997;4,91;4,75;4,65;4,75;2446,00
10.01.1997;4,75;4,84;4,77;4,77;1267,00
13.01.1997;4,77;4,77;4,77;4,77;0,00
14.01.1997;4,91;4,91;4,91;4,91;0,00
15.01.1997;4,91;4,79;4,77;4,77;1277,00
16.01.1997;4,77;4,77;4,77;4,77;28258,00
17.01.1997;4,77;4,84;4,77;4,77;20162,00
20.01.1997;4,77;4,77;4,77;4,77;0,00
21.01.1997;4,77;4,77;4,77;4,77;0,00
22.01.1997;4,77;4,77;4,77;4,77;0,00
23.01.1997;4,77;4,77;4,77;4,77;26262,00
24.01.1997;4,77;4,77;4,77;4,77;0,00
27.01.1997;4,65;4,65;4,65;4,65;0,00
28.01.1997;4,65;4,71;4,58;4,71;15362,00
29.01.1997;4,71;4,71;4,71;4,71;0,00
30.01.1997;4,73;4,73;4,73;4,73;0,00
31.01.1997;4,73;4,77;4,71;4,77;51840,00
03.02.1997;4,77;4,77;4,77;4,77;0,00
04.02.1997;4,77;4,77;4,77;4,77;0,00
05.02.1997;4,77;4,71;4,71;4,71;1060,00
06.02.1997;4,71;4,71;4,71;4,71;1330,00
07.02.1997;4,71;4,71;4,67;4,71;3168,00
