date;open;high;low;close;volume
22.11.1996;4,29;4,29;4,20;4,20;54060,00
25.11.1996;4,20;4,36;4,29;4,29;2200,00
26.11.1996;4,29;4,41;4,36;4,36;11352,00
27.11.1996;4,36;4,29;4,29;4,29;1740,00
28.11.1996;4,29;4,20;4,04;4,20;2212,00
29.11.1996;4,20;4,29;4,20;4,29;1600,00
02.12.1996;4,29;4,29;4,29;4,29;600,00
03.12.1996;4,29;4,41;4,29;4,37;12800,00
04.12.1996;4,37;4,20;4,14;4,20;9200,00
05.12.1996;4,20;4,37;4,29;4,37;5200,00
09.12.1996;4,37;4,29;4,29;4,29;2800,00
10.12.1996;4,29;4,46;4,37;4,46;3400,00
11.12.1996;4,46;4,37;4,20;4,20;9200,00
12.12.1996;4,20;4,20;4,20;4,20;1400,00
13.12.1996;4,20;4,37;4,24;4,31;14300,00
16.12.1996;4,31;4,29;4,20;4,20;27177,00
17.12.1996;4,20;4,20;4,05;4,05;2800,00
18.12.1996;4,05;4,31;4,12;4,29;10200,00
19.12.1996;4,29;4,37;4,31;4,37;6900,00
20.12.1996;4,37;4,52;4,37;4,52;2900,00
23.12.1996;4,52;4,46;4,37;4,46;3000,00
27.12.1996;4,46;4,51;4,37;4,37;7800,00
30.12.1996;4,37;4,57;4,54;4,57;5500,00
02.01.1997;4,57;4,57;4,57;4,57;0,00
03.01.1997;4,68;4,68;4,68;4,68;0,00
07.01.1997;4,68;5,03;4,96;4,96;3240,00
08.01.1997;4,96;5,03;4,96;4,96;10600,00
09.01.1997;4,96;4,88;4,79;4,79;1400,00
10.01.1997;4,79;4,88;4,71;4,73;24640,00
13.01.1997;4,73;4,79;4,71;4,71;4000,00
14.01.1997;4,71;4,88;4,78;4,88;2200,00
15.01.1997;4,88;4,88;4,88;4,88;2020,00
16.01.1997;4,88;4,88;4,71;4,71;2503,00
17.01.1997;4,71;4,71;4,71;4,71;1600,00
20.01.1997;4,71;4,79;4,71;4,71;2800,00
21.01.1997;4,71;4,71;4,63;4,63;8000,00
22.01.1997;4,63;4,56;4,56;4,56;1200,00
23.01.1997;4,56;4,63;4,56;4,63;14300,00
24.01.1997;4,63;4,63;4,63;4,63;3600,00
27.01.1997;4,63;4,56;4,46;4,46;4560,00
28.01.1997;4,46;4,29;4,24;4,29;5300,00
29.01.1997;4,29;4,57;4,29;4,52;8800,00
30.01.1997;4,52;4,54;4,49;4,54;6400,00
